id,header,years_from,years_to,release_year,aggregate_rating,num_figures,manufacturer,period_duration,mid_year,era,decade,years_since_release,nationality
1504,Mars Crimean Tatar Infantry (72084),1600,1700,2015.0,36.0,48.0,Mars,100,1650,Новое время,2010.0,11.0,Crimean
1504,Mars Crimean Tatar Infantry (72084),1600,1700,2015.0,36.0,48.0,Mars,100,1650,Новое время,2010.0,11.0,Tatar
1504,Mars Crimean Tatar Infantry (72084),1600,1700,2015.0,36.0,48.0,Mars,100,1650,Новое время,2010.0,11.0,Ukrainian
1505,First To Fight Polish Command (PL1939-023),1939,1939,2015.0,43.0,18.0,First To Fight,0,1939,Новейшее время,2010.0,11.0,Polish
1506,Heller British Commandos (49632),1940,1945,1968.0,,36.0,Heller,5,1942,Новейшее время,1960.0,58.0,British
1507,Italeri American Infantry (6120),1942,1945,2008.0,45.0,48.0,Italeri,3,1943,Новейшее время,2000.0,18.0,USA
1508,Italeri German Motorcycles (6121),1939,1945,2009.0,48.0,16.0,Italeri,6,1942,Новейшее время,2000.0,17.0,German
1509,Italeri Italian 90/53 Gun with Crew (6122),1940,1945,2009.0,46.0,8.0,Italeri,5,1942,Новейшее время,2000.0,17.0,Italian
1510,Italeri Chinese Cavalry (6123),1200,1300,2009.0,46.0,15.0,Italeri,100,1250,Средневековье,2000.0,17.0,Chinese
1511,Italeri Arab Warriors (6126),1100,1300,2008.0,35.0,15.0,Italeri,200,1200,Средневековье,2000.0,18.0,Arab
1511,Italeri Arab Warriors (6126),1100,1300,2008.0,35.0,15.0,Italeri,200,1200,Средневековье,2000.0,18.0,Egyptian
1511,Italeri Arab Warriors (6126),1100,1300,2008.0,35.0,15.0,Italeri,200,1200,Средневековье,2000.0,18.0,Iraqi
1511,Italeri Arab Warriors (6126),1100,1300,2008.0,35.0,15.0,Italeri,200,1200,Средневековье,2000.0,18.0,Syrian
1511,Italeri Arab Warriors (6126),1100,1300,2008.0,35.0,15.0,Italeri,200,1200,Средневековье,2000.0,18.0,Turkish
1512,Legio French Cuirassiers (P-720001),1812,1815,2009.0,49.0,16.0,Legio,3,1813,Новое время,2000.0,17.0,French
1513,Zvezda Soviet Frontier Guards (6144),1941,1945,2014.0,,4.0,Zvezda,4,1943,Новейшее время,2010.0,12.0,Russian
1514,Lucky Toys Vlad Tzepes (TL0011),1450,1475,2009.0,44.0,34.0,Lucky Toys,25,1462,Средневековье,2000.0,17.0,Romanian
1514,Lucky Toys Vlad Tzepes (TL0011),1450,1475,2009.0,44.0,34.0,Lucky Toys,25,1462,Средневековье,2000.0,17.0,Wallacian
1515,Lucky Toys Medieval Turks (Mehmed II) (TL0012),1450,1490,2009.0,44.0,34.0,Lucky Toys,40,1470,Средневековье,2000.0,17.0,Turkish
1516,Zvezda Soviet Air Force Ground Crew (6187),1941,1945,2015.0,,5.0,Zvezda,4,1943,Новейшее время,2010.0,11.0,Russian
1517,Mars Scots Greys (72024),1812,1815,,,,Mars,3,1813,Новое время,,,Не указано
1518,Mars British Infantry (72025),1812,1815,,,,Mars,3,1813,Новое время,,,Не указано
1519,Mars Burgundian Sergeants and Archers (72026),1300,1400,,,,Mars,100,1350,Средневековье,,,Не указано
1520,Mars Arquebusiers (72027),1618,1648,2009.0,33.0,48.0,Mars,30,1633,Новое время,2000.0,17.0,Austrian
1520,Mars Arquebusiers (72027),1618,1648,2009.0,33.0,48.0,Mars,30,1633,Новое время,2000.0,17.0,British
1520,Mars Arquebusiers (72027),1618,1648,2009.0,33.0,48.0,Mars,30,1633,Новое время,2000.0,17.0,French
1520,Mars Arquebusiers (72027),1618,1648,2009.0,33.0,48.0,Mars,30,1633,Новое время,2000.0,17.0,German
1520,Mars Arquebusiers (72027),1618,1648,2009.0,33.0,48.0,Mars,30,1633,Новое время,2000.0,17.0,Italian
1520,Mars Arquebusiers (72027),1618,1648,2009.0,33.0,48.0,Mars,30,1633,Новое время,2000.0,17.0,Swedish
1521,Mars Russian Uhlans (72028),1812,1815,2009.0,27.0,12.0,Mars,3,1813,Новое время,2000.0,17.0,Russian
1522,Mars Russian Dragoons (72029),1812,1814,2009.0,31.0,12.0,Mars,2,1813,Новое время,2000.0,17.0,Russian
1523,Mars Medieval Baltic Crusades (72030),1150,1400,2008.0,26.0,36.0,Mars,250,1275,Средневековье,2000.0,18.0,German
1524,Mars Swedish Army with Culverin (72031),1618,1648,2009.0,39.0,19.0,Mars,30,1633,Новое время,2000.0,17.0,Swedish
1525,Hasegawa U.S. Aerospace Ground Equipment Set (35006),1975,1984,1984.0,44.0,4.0,Hasegawa,9,1979,Современность,1980.0,42.0,USA
1526,Orion Modern Israeli Army (Set 1) (72012),2000,2009,2010.0,45.0,48.0,Orion,9,2004,Современность,2010.0,16.0,Israeli
1527,Orion Turkish Cavalry Sipahi (72020),1501,1699,2017.0,44.0,12.0,Orion,198,1600,Средневековье,2010.0,9.0,Turkish
1528,Orion Byzantine Infantry (12th - 15th Century) (72027),1100,1453,2008.0,37.0,44.0,Orion,353,1276,Средневековье,2000.0,18.0,Albanian
1528,Orion Byzantine Infantry (12th - 15th Century) (72027),1100,1453,2008.0,37.0,44.0,Orion,353,1276,Средневековье,2000.0,18.0,Bulgarian
1528,Orion Byzantine Infantry (12th - 15th Century) (72027),1100,1453,2008.0,37.0,44.0,Orion,353,1276,Средневековье,2000.0,18.0,Greek
1530,Pegasus WWI French Infantry (7199),1916,1918,2010.0,48.0,40.0,Pegasus,2,1917,Новейшее время,2010.0,16.0,French
1532,Pegasus WWII Russian Infantry (Summer Dress) (7268),1939,1945,2009.0,46.0,40.0,Pegasus,6,1942,Новейшее время,2000.0,17.0,Russian
1533,Pegasus WWII Russian Infantry (Winter Dress) (7269),1939,1945,2009.0,45.0,40.0,Pegasus,6,1942,Новейшее время,2000.0,17.0,Russian
1538,Pegasus WWII French Infantry (7306),1940,1940,2010.0,48.0,40.0,Pegasus,0,1940,Новейшее время,2010.0,16.0,French
1539,RedBox US Marines (72016),1900,1900,2008.0,36.0,48.0,RedBox,0,1900,Новое время,2000.0,18.0,USA
1540,RedBox Russian Sailors (72019),1900,1900,2008.0,37.0,48.0,RedBox,0,1900,Новое время,2000.0,18.0,Russian
1541,RedBox British Royal Marine Light Infantry (72022),1900,1900,2009.0,36.0,48.0,RedBox,0,1900,Новое время,2000.0,17.0,British
1542,RedBox German Sea Battalion (72023),1900,1901,2009.0,37.0,48.0,RedBox,1,1900,Новое время,2000.0,17.0,German
1543,RedBox German East Asia Brigade (72024),1900,1901,2009.0,33.0,48.0,RedBox,1,1900,Новое время,2000.0,17.0,German
1544,RedBox French Sailors (72025),1900,1900,2009.0,41.0,48.0,RedBox,0,1900,Новое время,2000.0,17.0,French
1545,RedBox French Marines (72026),1895,1901,2009.0,38.0,48.0,RedBox,6,1898,Новое время,2000.0,17.0,French
1546,RedBox French Infantry (72027),1900,1900,2009.0,38.0,48.0,RedBox,0,1900,Новое время,2000.0,17.0,French
1547,RedBox Civilian Volunteers (72028),1900,1900,2009.0,37.0,56.0,RedBox,0,1900,Новое время,2000.0,17.0,British
1547,RedBox Civilian Volunteers (72028),1900,1900,2009.0,37.0,56.0,RedBox,0,1900,Новое время,2000.0,17.0,Dutch
1547,RedBox Civilian Volunteers (72028),1900,1900,2009.0,37.0,56.0,RedBox,0,1900,Новое время,2000.0,17.0,French
1547,RedBox Civilian Volunteers (72028),1900,1900,2009.0,37.0,56.0,RedBox,0,1900,Новое время,2000.0,17.0,German
1547,RedBox Civilian Volunteers (72028),1900,1900,2009.0,37.0,56.0,RedBox,0,1900,Новое время,2000.0,17.0,Italian
1547,RedBox Civilian Volunteers (72028),1900,1900,2009.0,37.0,56.0,RedBox,0,1900,Новое время,2000.0,17.0,Russian
1547,RedBox Civilian Volunteers (72028),1900,1900,2009.0,37.0,56.0,RedBox,0,1900,Новое время,2000.0,17.0,USA
1548,RedBox Italian Sailors (72029),1900,1900,2009.0,36.0,48.0,RedBox,0,1900,Новое время,2000.0,17.0,Italian
1549,RedBox Austrian Sailors (72031),1900,1900,2010.0,37.0,48.0,RedBox,0,1900,Новое время,2010.0,16.0,Austrian
1550,RedBox Chinese Regiment (72032),1899,1906,2010.0,32.0,48.0,RedBox,7,1902,Новейшее время,2010.0,16.0,British
1550,RedBox Chinese Regiment (72032),1899,1906,2010.0,32.0,48.0,RedBox,7,1902,Новейшее время,2010.0,16.0,Chinese
1551,RedBox Italian Bersaglieri (72030),1900,1901,2009.0,39.0,48.0,RedBox,1,1900,Новое время,2000.0,17.0,Italian
1552,RedBox British Naval Brigade (72033),1890,1905,2010.0,32.0,48.0,RedBox,15,1897,Новое время,2010.0,16.0,British
1553,RedBox Gurkhas (72034),1900,1900,2010.0,36.0,48.0,RedBox,0,1900,Новое время,2010.0,16.0,Nepalese
1554,RedBox Chinese Boxers (72035),1900,1900,2010.0,37.0,48.0,RedBox,0,1900,Новое время,2010.0,16.0,Chinese
1555,RedBox Gangsters (72036),1935,1938,2010.0,38.0,56.0,RedBox,3,1936,Новейшее время,2010.0,16.0,USA
1556,Strelets Sarmatian Cavalry (020),-100,100,2012.0,38.0,12.0,Strelets,200,0,Древний мир,2010.0,14.0,Sarmatian
1556,Strelets Sarmatian Cavalry (020),-100,100,2012.0,38.0,12.0,Strelets,200,0,Древний мир,2010.0,14.0,Ukrainian
1557,Strelets French African Chasseurs (049),1850,1860,2008.0,45.0,12.0,Strelets,10,1855,Новое время,2000.0,18.0,French
1558,Strelets Highlanders 1898-1902 (M051),1898,1902,2011.0,34.0,48.0,Strelets,4,1900,Новое время,2010.0,15.0,British
1562,Strelets Jacobites (2) (068),1689,1746,2009.0,39.0,44.0,Strelets,57,1717,Новое время,2000.0,17.0,British
1562,Strelets Jacobites (2) (068),1689,1746,2009.0,39.0,44.0,Strelets,57,1717,Новое время,2000.0,17.0,Scottish
1563,Strelets Mounted Praetorians (069),60,140,2010.0,44.0,12.0,Strelets,80,100,Древний мир,2010.0,16.0,Italian
1564,Strelets Norman Cavalry on the March (070),1000,1120,2010.0,42.0,12.0,Strelets,120,1060,Средневековье,2010.0,16.0,French
1564,Strelets Norman Cavalry on the March (070),1000,1120,2010.0,42.0,12.0,Strelets,120,1060,Средневековье,2010.0,16.0,Norman
1565,Strelets Austro-Hungarian Honved (074),1917,1918,2017.0,42.0,28.0,Strelets,1,1917,Новейшее время,2010.0,9.0,Austrian
1565,Strelets Austro-Hungarian Honved (074),1917,1918,2017.0,42.0,28.0,Strelets,1,1917,Новейшее время,2010.0,9.0,Hungarian
1566,Strelets British Cavalry (075),1914,1918,2011.0,40.0,12.0,Strelets,4,1916,Новейшее время,2010.0,15.0,British
1567,Strelets French Artillery (Egypt) (078),1798,1801,2012.0,45.0,14.0,Strelets,3,1799,Новое время,2010.0,14.0,French
1568,Strelets British Artillery (Egypt) (079),1798,1801,2012.0,38.0,14.0,Strelets,3,1799,Новое время,2010.0,14.0,British
1569,Strelets French Uhlans in Summer Uniform (102),1810,1815,2009.0,37.0,12.0,Strelets,5,1812,Новое время,2000.0,17.0,French
1570,Strelets Dacian Cavalry (103),100,110,2008.0,38.0,12.0,Strelets,10,105,Древний мир,2000.0,18.0,Dacian
1570,Strelets Dacian Cavalry (103),100,110,2008.0,38.0,12.0,Strelets,10,105,Древний мир,2000.0,18.0,Romanian
1571,Strelets Mounted Crusaders in Oriental Dress (104),1100,1290,2008.0,40.0,12.0,Strelets,190,1195,Средневековье,2000.0,18.0,Не указано
1572,Strelets French Cuirassiers in Attack (105),1805,1815,2009.0,43.0,12.0,Strelets,10,1810,Новое время,2000.0,17.0,French
1573,Strelets French Early Carabiniers (106),1800,1804,2009.0,41.0,12.0,Strelets,4,1802,Новое время,2000.0,17.0,French
1574,Strelets Thin Red Line (903),1854,1854,2009.0,44.0,147.0,Strelets,0,1854,Новое время,2000.0,17.0,British
1574,Strelets Thin Red Line (903),1854,1854,2009.0,44.0,147.0,Strelets,0,1854,Новое время,2000.0,17.0,Turkish
1574,Strelets Thin Red Line (903),1854,1854,2009.0,44.0,147.0,Strelets,0,1854,Новое время,2000.0,17.0,Russian
1575,Strelets Roman Legion in Advance (M020),25,150,2008.0,39.0,48.0,Strelets,125,87,Древний мир,2000.0,18.0,Italian
1576,Strelets Dacian Heavy Infantry (M021),100,100,2008.0,29.0,48.0,Strelets,0,100,Древний мир,2000.0,18.0,Dacian
1576,Strelets Dacian Heavy Infantry (M021),100,100,2008.0,29.0,48.0,Strelets,0,100,Древний мир,2000.0,18.0,Romanian
1577,Strelets Dacian Light Infantry (M022),85,108,2008.0,33.0,48.0,Strelets,23,96,Древний мир,2000.0,18.0,Dacian
1577,Strelets Dacian Light Infantry (M022),85,108,2008.0,33.0,48.0,Strelets,23,96,Древний мир,2000.0,18.0,Romanian
1578,Strelets French Infantry on the March (1) (M023),1812,1812,2008.0,38.0,48.0,Strelets,0,1812,Новое время,2000.0,18.0,French
1579,Strelets WWI Austrian Infantry (M024),1914,1918,2008.0,40.0,48.0,Strelets,4,1916,Новейшее время,2000.0,18.0,Austrian
1580,Strelets Medieval Crossbowmen (M025),1100,1300,2009.0,42.0,56.0,Strelets,200,1200,Средневековье,2000.0,17.0,Не указано
1581,Strelets French Infantry in Advance (M026),1812,1812,2009.0,26.0,48.0,Strelets,0,1812,Новое время,2000.0,17.0,French
1582,Strelets Russian Peasant Levy in Winter Dress (M027),1000,1200,2009.0,37.0,48.0,Strelets,200,1100,Средневековье,2000.0,17.0,Russian
1583,Strelets Dismounted Mongols (M028),1200,1300,2009.0,40.0,48.0,Strelets,100,1250,Средневековье,2000.0,17.0,Mongolian
1584,Valdemar Medieval University (VA121),1150,1450,2009.0,45.0,8.0,Valdemar,300,1300,Средневековье,2000.0,17.0,Не указано
1585,Valdemar Teutonic Infantry on the March (VA110),1200,1300,2009.0,48.0,,Valdemar,100,1250,Средневековье,2000.0,17.0,German
1586,Valdemar Mounted Crusader Command (VA115),1125,1250,2009.0,44.0,8.0,Valdemar,125,1187,Средневековье,2000.0,17.0,Не указано
1587,Valdemar Russian Hird (VA113),1100,1300,2009.0,45.0,5.0,Valdemar,200,1200,Средневековье,2000.0,17.0,Russian
1588,Waterloo 1815 Sioux (023),1800,1900,2009.0,47.0,12.0,Waterloo 1815,100,1850,Новое время,2000.0,17.0,USA
1589,Waterloo 1815 US Marines (027),1944,1945,2009.0,44.0,43.0,Waterloo 1815,1,1944,Новейшее время,2000.0,17.0,USA
1590,Waterloo 1815 Napoleonic Mounted Line Officers (028),1813,1815,2009.0,45.0,10.0,Waterloo 1815,2,1814,Новое время,2000.0,17.0,British
1590,Waterloo 1815 Napoleonic Mounted Line Officers (028),1813,1815,2009.0,45.0,10.0,Waterloo 1815,2,1814,Новое время,2000.0,17.0,Brunswick
1590,Waterloo 1815 Napoleonic Mounted Line Officers (028),1813,1815,2009.0,45.0,10.0,Waterloo 1815,2,1814,Новое время,2000.0,17.0,Dutch
1590,Waterloo 1815 Napoleonic Mounted Line Officers (028),1813,1815,2009.0,45.0,10.0,Waterloo 1815,2,1814,Новое время,2000.0,17.0,French
1590,Waterloo 1815 Napoleonic Mounted Line Officers (028),1813,1815,2009.0,45.0,10.0,Waterloo 1815,2,1814,Новое время,2000.0,17.0,German
1590,Waterloo 1815 Napoleonic Mounted Line Officers (028),1813,1815,2009.0,45.0,10.0,Waterloo 1815,2,1814,Новое время,2000.0,17.0,Nassau
1591,HaT WWI Belgian Infantry (8290),1914,1915,2018.0,40.0,32.0,HaT,1,1914,Новейшее время,2010.0,8.0,Belgian
1592,Waterloo 1815 Italian Infantry Support Group (034),1940,1944,2009.0,45.0,26.0,Waterloo 1815,4,1942,Новейшее время,2000.0,17.0,Italian
1593,Waterloo 1815 Japanese 70mm Gun (003),1931,1945,2009.0,47.0,16.0,Waterloo 1815,14,1938,Новейшее время,2000.0,17.0,Japanese
1594,Waterloo 1815 Italian 149/40 Artillery (024),1940,1945,2009.0,47.0,9.0,Waterloo 1815,5,1942,Новейшее время,2000.0,17.0,Italian
1595,Zvezda French Cuirassiers 1807-1815 (8037),1807,1815,2010.0,48.0,19.0,Zvezda,8,1811,Новое время,2010.0,16.0,French
1596,Zvezda Russian Guard Heavy Artillery (8045),1812,1814,2010.0,50.0,35.0,Zvezda,2,1813,Новое время,2010.0,16.0,Russian
1597,Zvezda Russian Hussars (8055),1812,1814,2008.0,49.0,18.0,Zvezda,2,1813,Новое время,2000.0,18.0,Russian
1598,Zvezda Russian Artillery of Peter the Great (8058),1698,1721,2009.0,48.0,30.0,Zvezda,23,1709,Новое время,2000.0,17.0,Russian
1599,Zvezda Medieval Peasant Army (8059),1200,1500,2009.0,46.0,42.0,Zvezda,300,1350,Средневековье,2000.0,17.0,Не указано
1600,Zvezda Austrian Musketeers and Pikemen (8061),1600,1650,2008.0,46.0,45.0,Zvezda,50,1625,Новое время,2000.0,18.0,Austrian
1601,Zvezda Russian Foot Warriors (8062),1200,1400,2009.0,48.0,44.0,Zvezda,200,1300,Средневековье,2000.0,17.0,Russian
1602,Caesar German Mountain Troops (H067),1939,1945,2008.0,44.0,45.0,Caesar,6,1942,Новейшее время,2000.0,18.0,German
1603,LW Spanish Army 1500-1600 (2016),1501,1580,2008.0,25.0,40.0,LW,79,1540,Средневековье,2000.0,18.0,Spanish
1604,LW Russian Artillery 1500-1700 (2018),1500,1700,2008.0,21.0,30.0,LW,200,1600,Средневековье,2000.0,18.0,Russian
1605,Tragik Dead French Infantry 1809/15 (1),1809,1815,2008.0,41.0,12.0,Tragik,6,1812,Новое время,2000.0,18.0,French
1606,Tragik Dead Prussian Landwehr 1813/15 (2),1813,1815,2008.0,42.0,12.0,Tragik,2,1814,Новое время,2000.0,18.0,German
1607,RedBox Osman Akinci Set 1 (72092),1501,1699,2016.0,40.0,12.0,RedBox,198,1600,Средневековье,2010.0,10.0,Turkish
1608,RedBox Samurai Artillery Set 2 (72091),1501,1699,2016.0,,16.0,RedBox,198,1600,Средневековье,2010.0,10.0,Japanese
1609,Strelets Confederate Infantry Standing (156),1861,1865,2017.0,45.0,50.0,Strelets,4,1863,Новое время,2010.0,9.0,Confederate
1609,Strelets Confederate Infantry Standing (156),1861,1865,2017.0,45.0,50.0,Strelets,4,1863,Новое время,2010.0,9.0,USA
1610,Orion Slavic Warriors (72028),500,800,2009.0,36.0,48.0,Orion,300,650,Средневековье,2000.0,17.0,Albanian
1610,Orion Slavic Warriors (72028),500,800,2009.0,36.0,48.0,Orion,300,650,Средневековье,2000.0,17.0,Bosnian
1610,Orion Slavic Warriors (72028),500,800,2009.0,36.0,48.0,Orion,300,650,Средневековье,2000.0,17.0,Polish
1610,Orion Slavic Warriors (72028),500,800,2009.0,36.0,48.0,Orion,300,650,Средневековье,2000.0,17.0,Russian
1610,Orion Slavic Warriors (72028),500,800,2009.0,36.0,48.0,Orion,300,650,Средневековье,2000.0,17.0,Serbian
1610,Orion Slavic Warriors (72028),500,800,2009.0,36.0,48.0,Orion,300,650,Средневековье,2000.0,17.0,Slav
1610,Orion Slavic Warriors (72028),500,800,2009.0,36.0,48.0,Orion,300,650,Средневековье,2000.0,17.0,Ukrainian
1611,Orion Early Rus Warriors (72029),800,1000,2009.0,36.0,48.0,Orion,200,900,Средневековье,2000.0,17.0,Russian
1613,Odemars Operation Antarctica - Haunebu (CREA04),1935,1945,2009.0,,42.0,Odemars,10,1940,Новейшее время,2000.0,17.0,German
1614,Co.Ma. Elite Mountain Troops/Alpini (410),1950,1967,,,24.0,Co.Ma.,17,1958,Современность,,,Italian
1615,GerMan Catalan Artillery & Barricade (1001),1713,1714,2009.0,35.0,6.0,GerMan,1,1713,Новое время,2000.0,17.0,Spanish
1616,LW Carthaginian Artillery and Mercenaries (2025),-300,-200,2002.0,,5.0,LW,100,-250,Древний мир,2000.0,24.0,Не указано
1617,LW WWII Russian Tank Crew (2013),1939,1945,2004.0,,14.0,LW,6,1942,Новейшее время,2000.0,22.0,Не указано
1618,Dark Dream Studio European Knights (72005),1500,1550,2009.0,44.0,12.0,Dark Dream Studio,50,1525,Средневековье,2000.0,17.0,British
1618,Dark Dream Studio European Knights (72005),1500,1550,2009.0,44.0,12.0,Dark Dream Studio,50,1525,Средневековье,2000.0,17.0,French
1618,Dark Dream Studio European Knights (72005),1500,1550,2009.0,44.0,12.0,Dark Dream Studio,50,1525,Средневековье,2000.0,17.0,German
1618,Dark Dream Studio European Knights (72005),1500,1550,2009.0,44.0,12.0,Dark Dream Studio,50,1525,Средневековье,2000.0,17.0,Italian
